,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
9510,-120.42,34.95,52.0,1391.0,287.0,632.0,276.0,1.7431,<1H OCEAN,131500.0
9511,-123.64,39.45,21.0,3359.0,677.0,1908.0,642.0,3.0433,<1H OCEAN,140700.0
9512,-117.88,33.69,20.0,5330.0,976.0,2734.0,1000.0,5.2138,<1H OCEAN,233100.0
9513,-118.0,33.77,28.0,2401.0,503.0,1155.0,456.0,3.5139,<1H OCEAN,211700.0
9514,-117.1,32.75,17.0,871.0,379.0,955.0,351.0,1.4375,NEAR OCEAN,96400.0
9515,-118.37,34.17,6.0,854.0,350.0,542.0,321.0,0.8198,<1H OCEAN,325000.0
9516,-118.27,33.93,41.0,570.0,135.0,466.0,121.0,2.6458,<1H OCEAN,91300.0
9517,-119.0,35.33,35.0,991.0,221.0,620.0,207.0,1.9417,INLAND,53800.0
9518,-118.5,34.17,37.0,880.0,,369.0,155.0,4.1429,<1H OCEAN,303600.0
9519,-117.8,33.55,35.0,2067.0,428.0,724.0,377.0,5.8371,<1H OCEAN,500001.0
9520,-117.08,33.82,6.0,1771.0,293.0,935.0,279.0,4.065,INLAND,148200.0
9521,-118.16,33.97,39.0,1444.0,447.0,1890.0,416.0,2.1181,<1H OCEAN,176600.0
9522,-122.16,37.77,39.0,1583.0,349.0,857.0,316.0,3.0958,NEAR BAY,145800.0
9523,-121.3,38.6,32.0,9534.0,1819.0,4951.0,1710.0,3.3926,INLAND,103400.0
9524,-118.08,33.86,29.0,3260.0,783.0,1969.0,737.0,3.5268,<1H OCEAN,215500.0
9525,-122.43,37.75,52.0,2285.0,509.0,839.0,456.0,4.7946,NEAR BAY,355600.0
9526,-121.26,38.12,27.0,1818.0,459.0,1182.0,428.0,1.8575,INLAND,73800.0
9527,-118.19,34.05,41.0,1098.0,264.0,1178.0,245.0,2.1058,<1H OCEAN,124300.0
9528,-114.58,33.61,25.0,2907.0,680.0,1841.0,633.0,2.6768,INLAND,82400.0
9529,-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,NEAR BAY,127000.0
9530,-122.71,38.42,23.0,1569.0,414.0,1031.0,368.0,1.6267,<1H OCEAN,129200.0
9531,-118.36,34.11,35.0,3946.0,695.0,1361.0,620.0,6.5195,<1H OCEAN,500001.0
9532,-121.7,36.55,21.0,3905.0,583.0,1528.0,586.0,7.6245,<1H OCEAN,336600.0
9533,-122.22,40.18,13.0,3719.0,803.0,1754.0,764.0,2.3517,INLAND,88900.0
9534,-118.12,33.91,35.0,620.0,122.0,381.0,124.0,3.7917,<1H OCEAN,183900.0
9535,-122.43,37.77,52.0,1567.0,482.0,654.0,425.0,2.6914,NEAR BAY,366700.0
9536,-118.01,33.67,13.0,2902.0,536.0,1125.0,490.0,5.888,NEAR OCEAN,447700.0
9537,-121.49,38.57,38.0,2410.0,967.0,1091.0,829.0,1.2209,INLAND,87900.0
9538,-118.12,33.93,27.0,580.0,143.0,466.0,133.0,3.0909,<1H OCEAN,187500.0
9539,-118.1,33.89,36.0,769.0,142.0,498.0,137.0,4.7159,<1H OCEAN,182100.0
9540,-118.39,34.17,26.0,6429.0,1611.0,2806.0,1491.0,3.1929,<1H OCEAN,265200.0
9541,-122.28,40.5,21.0,2405.0,476.0,1197.0,412.0,2.6488,INLAND,83100.0
9542,-116.54,33.81,24.0,6087.0,1217.0,1721.0,833.0,3.1493,INLAND,199400.0
9543,-119.18,34.27,6.0,2307.0,386.0,910.0,364.0,5.215,NEAR OCEAN,279500.0
9544,-121.51,38.58,42.0,1822.0,636.0,1372.0,560.0,1.2542,INLAND,76000.0
9545,-118.09,33.89,42.0,991.0,,717.0,219.0,4.0926,<1H OCEAN,164400.0
9546,-122.43,37.78,26.0,3587.0,1034.0,1821.0,936.0,2.6392,NEAR BAY,287500.0
9547,-122.17,37.7,24.0,1755.0,365.0,952.0,362.0,4.0,NEAR BAY,202600.0
9548,-122.43,37.79,25.0,1637.0,394.0,649.0,379.0,5.0049,NEAR BAY,460000.0
9549,-118.88,34.19,26.0,2296.0,275.0,842.0,263.0,7.7889,<1H OCEAN,309900.0
9550,-123.17,40.31,36.0,98.0,28.0,18.0,8.0,0.536,INLAND,14999.0
9551,-119.83,36.54,31.0,1732.0,332.0,979.0,294.0,2.5208,INLAND,60000.0
9552,-118.16,33.92,44.0,1368.0,277.0,899.0,271.0,3.5938,<1H OCEAN,161300.0
9553,-117.33,34.14,29.0,1646.0,391.0,1296.0,351.0,1.9423,INLAND,69700.0
9554,-120.15,37.69,13.0,866.0,252.0,369.0,165.0,2.875,INLAND,70200.0
9555,-124.17,41.76,20.0,2673.0,538.0,1282.0,514.0,2.4605,NEAR OCEAN,105900.0
9556,-122.23,37.42,16.0,1945.0,320.0,512.0,300.0,7.4542,NEAR OCEAN,500001.0
9557,-118.42,34.15,48.0,680.0,131.0,268.0,126.0,4.615,<1H OCEAN,371400.0
9558,-118.4,33.97,37.0,1364.0,248.0,494.0,242.0,4.6364,<1H OCEAN,456300.0
9559,-118.08,33.86,29.0,1018.0,235.0,684.0,248.0,3.3333,<1H OCEAN,198800.0
9560,-117.01,32.79,33.0,4015.0,663.0,1864.0,664.0,4.3152,<1H OCEAN,159300.0
9561,-122.44,37.79,52.0,1447.0,186.0,483.0,181.0,15.0001,NEAR BAY,500001.0
9562,-121.45,38.57,48.0,1962.0,356.0,704.0,362.0,3.5313,INLAND,147900.0
9563,-117.24,32.8,28.0,1072.0,331.0,692.0,321.0,2.1357,NEAR OCEAN,187500.0
9564,-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,NEAR BAY,331400.0
9565,-118.44,34.03,37.0,1193.0,205.0,488.0,224.0,3.625,<1H OCEAN,357600.0
9566,-118.22,33.83,43.0,1426.0,272.0,871.0,276.0,3.7083,<1H OCEAN,175200.0
9567,-122.06,37.64,33.0,1160.0,252.0,729.0,220.0,3.8259,NEAR BAY,146100.0
9568,-121.45,38.56,51.0,1250.0,235.0,452.0,232.0,2.625,INLAND,121200.0
9569,-118.58,34.22,35.0,1969.0,339.0,950.0,340.0,4.875,<1H OCEAN,230400.0
9570,-118.32,33.99,48.0,1260.0,284.0,791.0,280.0,2.1875,<1H OCEAN,115200.0
9571,-123.23,39.13,33.0,1176.0,211.0,529.0,217.0,3.8958,<1H OCEAN,144000.0
9572,-121.36,38.04,9.0,2167.0,370.0,1290.0,351.0,5.0285,INLAND,148200.0
9573,-118.19,34.12,44.0,1219.0,324.0,1036.0,282.0,4.0417,<1H OCEAN,170600.0
9574,-119.06,34.24,21.0,7436.0,984.0,2982.0,988.0,7.6775,<1H OCEAN,391200.0
9575,-116.91,32.8,32.0,1943.0,287.0,1081.0,292.0,5.6846,<1H OCEAN,208800.0
9576,-117.95,33.92,13.0,2312.0,592.0,2038.0,559.0,3.1378,<1H OCEAN,137000.0
9577,-117.5,34.0,15.0,1929.0,317.0,1237.0,316.0,4.4063,INLAND,128500.0
9578,-122.83,38.39,19.0,1765.0,394.0,868.0,388.0,2.4619999999999997,<1H OCEAN,260300.0
9579,-120.47,34.98,6.0,5762.0,1115.0,2551.0,919.0,3.0723,<1H OCEAN,137300.0
9580,-118.13,34.17,52.0,1784.0,368.0,966.0,345.0,3.6094,<1H OCEAN,261500.0
9581,-121.56,37.08,17.0,6725.0,1051.0,3439.0,1027.0,6.4313,<1H OCEAN,393100.0
9582,-117.85,33.81,26.0,4186.0,767.0,2447.0,777.0,4.9917,<1H OCEAN,248100.0
9583,-118.3,33.93,35.0,1300.0,356.0,1216.0,326.0,1.2,<1H OCEAN,99200.0
9584,-121.84,36.59,34.0,3852.0,733.0,1661.0,696.0,4.3269,<1H OCEAN,221300.0
9585,-117.66,33.48,22.0,809.0,180.0,334.0,157.0,2.3846,<1H OCEAN,500001.0
9586,-118.03,33.94,37.0,1699.0,302.0,889.0,271.0,4.3542,<1H OCEAN,179800.0
9587,-122.27,37.99,16.0,4921.0,737.0,2312.0,725.0,5.8899,NEAR BAY,243200.0
9588,-118.08,33.89,41.0,834.0,166.0,603.0,179.0,3.7321,<1H OCEAN,167500.0
9589,-122.14,37.84,24.0,2131.0,343.0,874.0,373.0,5.6349,NEAR BAY,355600.0
9590,-118.09,33.97,39.0,1473.0,297.0,1108.0,294.0,4.1389,<1H OCEAN,166000.0
9591,-121.36,38.01,16.0,2178.0,667.0,1192.0,579.0,2.3339,INLAND,87100.0
9592,-122.37,37.59,52.0,2272.0,403.0,963.0,376.0,5.7245,NEAR OCEAN,500000.0
9593,-117.22,34.11,26.0,2972.0,,1972.0,532.0,2.0388,INLAND,80400.0
9594,-118.31,34.03,46.0,2173.0,510.0,1343.0,476.0,2.025,<1H OCEAN,135500.0
9595,-122.27,37.88,52.0,1693.0,391.0,669.0,367.0,3.5417,NEAR BAY,287500.0
9596,-122.3,38.3,21.0,1108.0,269.0,524.0,274.0,2.7619,NEAR BAY,154600.0
9597,-117.85,33.79,52.0,2102.0,403.0,898.0,365.0,3.6827,<1H OCEAN,236800.0
9598,-118.38,34.04,39.0,2614.0,569.0,1665.0,553.0,3.4063,<1H OCEAN,271600.0
9599,-118.31,34.0,52.0,1630.0,379.0,1413.0,405.0,1.933,<1H OCEAN,120000.0
9600,-117.95,33.99,24.0,1219.0,177.0,610.0,185.0,6.7978,<1H OCEAN,325000.0
9601,-118.72,34.28,17.0,3051.0,,1705.0,495.0,5.7376,<1H OCEAN,218600.0
9602,-122.67,38.33,4.0,8072.0,1606.0,4323.0,1475.0,3.9518,<1H OCEAN,220300.0
9603,-121.9,38.72,38.0,575.0,107.0,259.0,109.0,3.75,INLAND,187500.0
9604,-116.8,32.8,11.0,3874.0,565.0,1672.0,546.0,6.1481,<1H OCEAN,274600.0
9605,-120.66,35.29,23.0,1932.0,487.0,1380.0,472.0,1.9647,NEAR OCEAN,253600.0
9606,-121.95,37.28,52.0,777.0,148.0,362.0,144.0,4.0208,<1H OCEAN,262500.0
9607,-118.25,33.99,41.0,2215.0,544.0,2054.0,480.0,1.5272,<1H OCEAN,100300.0
9608,-117.7,34.05,24.0,2834.0,470.0,1815.0,471.0,4.7357,INLAND,162500.0
9609,-122.3,37.91,39.0,2686.0,569.0,1159.0,559.0,2.9441,NEAR BAY,200400.0
9610,-117.11,32.73,27.0,3160.0,627.0,1628.0,612.0,3.8864,NEAR OCEAN,132600.0
9611,-121.57,37.02,17.0,2889.0,624.0,2681.0,608.0,2.9417,INLAND,178000.0
9612,-117.77,33.7,4.0,2446.0,622.0,1315.0,560.0,3.7147,<1H OCEAN,137500.0
9613,-117.99,33.76,30.0,1572.0,362.0,1351.0,359.0,3.3689999999999998,<1H OCEAN,190900.0
9614,-119.78,34.45,23.0,2077.0,306.0,705.0,256.0,6.4744,NEAR OCEAN,500001.0
9615,-121.48,38.49,26.0,3165.0,806.0,2447.0,752.0,1.5908,INLAND,78600.0
9616,-120.5,37.3,29.0,1572.0,456.0,1697.0,429.0,1.76,INLAND,63200.0
9617,-122.06,38.26,36.0,1248.0,221.0,672.0,222.0,3.3839,INLAND,105900.0
9618,-122.01,37.28,22.0,2038.0,260.0,773.0,281.0,9.1569,<1H OCEAN,500001.0
9619,-117.04,32.67,14.0,3464.0,683.0,2139.0,734.0,4.0668,NEAR OCEAN,137500.0
9620,-122.01,39.74,20.0,2332.0,518.0,1856.0,495.0,2.1746,INLAND,58700.0
9621,-119.78,36.77,45.0,1315.0,256.0,666.0,240.0,2.3562,INLAND,58100.0
9622,-118.13,33.9,36.0,1814.0,350.0,886.0,347.0,3.4868,<1H OCEAN,208400.0
9623,-122.17,37.75,43.0,1587.0,320.0,907.0,306.0,1.9821,NEAR BAY,98300.0
9624,-118.44,34.5,5.0,1514.0,220.0,1355.0,215.0,8.1344,INLAND,359000.0
9625,-120.29,35.56,15.0,4760.0,871.0,2459.0,734.0,2.8110000000000004,<1H OCEAN,142100.0
9626,-118.22,33.9,30.0,1007.0,260.0,1112.0,238.0,1.7262,<1H OCEAN,115600.0
9627,-117.31,33.18,16.0,1835.0,430.0,599.0,399.0,2.0147,NEAR OCEAN,87700.0
9628,-115.38,32.82,38.0,1892.0,394.0,1175.0,374.0,1.9939,INLAND,65800.0
9629,-118.46,34.26,33.0,1358.0,247.0,738.0,235.0,5.0947,<1H OCEAN,210300.0
9630,-117.25,34.06,23.0,4503.0,1156.0,3264.0,937.0,1.9821,INLAND,93000.0
9631,-120.7,38.69,13.0,4492.0,821.0,2093.0,734.0,4.0709,INLAND,151700.0
9632,-117.89,34.07,32.0,2374.0,450.0,1580.0,427.0,3.8837,<1H OCEAN,200300.0
9633,-118.38,34.17,30.0,2016.0,622.0,1359.0,557.0,2.7708,<1H OCEAN,192300.0
9634,-121.9,37.28,26.0,3756.0,,1408.0,535.0,5.6427,<1H OCEAN,320000.0
9635,-119.99,38.88,17.0,2807.0,529.0,675.0,251.0,2.7457,INLAND,107800.0
9636,-117.82,33.9,25.0,1137.0,170.0,524.0,164.0,7.5744,<1H OCEAN,259300.0
9637,-118.02,33.91,35.0,1337.0,234.0,692.0,235.0,5.1155,<1H OCEAN,213700.0
9638,-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,NEAR BAY,368900.0
9639,-120.74,37.33,30.0,2390.0,470.0,1409.0,428.0,2.1484,INLAND,81300.0
9640,-117.13,32.71,42.0,1145.0,314.0,1114.0,307.0,1.2614,NEAR OCEAN,87500.0
9641,-122.33,38.39,36.0,831.0,122.0,272.0,109.0,6.3427,INLAND,304800.0
9642,-120.05,36.72,24.0,1961.0,422.0,1559.0,374.0,1.8299,INLAND,57800.0
9643,-118.44,34.19,37.0,1516.0,344.0,983.0,347.0,5.0,<1H OCEAN,243600.0
9644,-118.1,34.58,32.0,1489.0,306.0,774.0,267.0,3.275,INLAND,103500.0
9645,-119.57,37.94,17.0,346.0,130.0,51.0,20.0,3.4861,INLAND,137500.0
9646,-117.21,34.11,27.0,1245.0,229.0,692.0,234.0,3.2176,INLAND,89400.0
9647,-119.21,34.12,15.0,5778.0,1285.0,1722.0,829.0,4.3427,NEAR OCEAN,305800.0
9648,-121.85,37.26,16.0,2312.0,303.0,1158.0,295.0,7.4323,<1H OCEAN,311800.0
9649,-119.04,36.07,26.0,2185.0,435.0,1108.0,419.0,2.2277,INLAND,78000.0
9650,-121.7,36.84,19.0,2511.0,465.0,1551.0,450.0,4.9107,<1H OCEAN,231900.0
9651,-121.06,38.51,6.0,6873.0,959.0,2354.0,931.0,6.8869,INLAND,263100.0
9652,-122.04,36.97,49.0,792.0,136.0,331.0,137.0,5.2128,NEAR OCEAN,238600.0
9653,-121.07,39.05,10.0,1813.0,311.0,827.0,287.0,3.6087,INLAND,182100.0
9654,-122.52,37.9,16.0,1704.0,402.0,689.0,348.0,4.4239,NEAR BAY,267100.0
9655,-118.31,33.94,41.0,1353.0,286.0,751.0,250.0,2.7401,<1H OCEAN,131700.0
9656,-119.68,36.31,12.0,2739.0,535.0,1859.0,498.0,2.9936,INLAND,60600.0
9657,-118.02,33.8,24.0,84.0,14.0,32.0,8.0,5.875,<1H OCEAN,193800.0
9658,-121.32,39.43,18.0,1860.0,409.0,741.0,349.0,1.8672,INLAND,84700.0
9659,-117.92,34.07,38.0,175.0,22.0,129.0,20.0,9.7066,<1H OCEAN,182500.0
9660,-118.01,34.1,27.0,2424.0,542.0,1713.0,557.0,3.8085,INLAND,181400.0
9661,-122.42,37.77,52.0,759.0,323.0,421.0,255.0,2.0548,NEAR BAY,162500.0
9662,-118.32,34.17,39.0,1995.0,564.0,1202.0,544.0,3.5875,<1H OCEAN,250000.0
9663,-118.27,33.8,38.0,1446.0,327.0,980.0,319.0,3.35,<1H OCEAN,177700.0
9664,-117.02,32.68,14.0,3986.0,675.0,2065.0,702.0,5.7192,NEAR OCEAN,267400.0
9665,-123.79,39.5,24.0,1421.0,291.0,588.0,274.0,2.325,<1H OCEAN,157300.0
9666,-118.46,33.99,44.0,1122.0,287.0,531.0,256.0,4.0598,<1H OCEAN,335900.0
9667,-117.72,33.62,19.0,1144.0,268.0,365.0,279.0,2.8583,<1H OCEAN,105800.0
9668,-118.54,36.12,11.0,4103.0,882.0,356.0,171.0,2.1029,INLAND,99100.0
9669,-118.4,33.78,26.0,5005.0,776.0,2357.0,790.0,8.5421,NEAR OCEAN,500001.0
9670,-117.78,33.87,16.0,5609.0,952.0,2624.0,934.0,5.3307,<1H OCEAN,169600.0
9671,-118.33,34.2,23.0,7179.0,1985.0,4757.0,1924.0,3.1051,<1H OCEAN,206500.0
9672,-121.82,37.42,13.0,3752.0,572.0,1581.0,526.0,6.1091,<1H OCEAN,329400.0
9673,-122.08,38.3,2.0,6718.0,858.0,2012.0,654.0,6.8872,INLAND,305200.0
9674,-117.95,34.07,37.0,1987.0,399.0,1279.0,378.0,4.1172,<1H OCEAN,176500.0
9675,-121.28,38.1,13.0,2432.0,586.0,1441.0,606.0,2.5556,INLAND,133100.0
9676,-122.25,38.0,16.0,2978.0,411.0,1531.0,400.0,6.5006,NEAR BAY,237700.0
9677,-118.31,33.9,28.0,1576.0,400.0,891.0,378.0,2.6312,<1H OCEAN,171300.0
9678,-116.42,33.51,26.0,186.0,48.0,102.0,39.0,2.5625,INLAND,103100.0
9679,-118.88,34.22,16.0,2343.0,393.0,2007.0,383.0,5.756,<1H OCEAN,302700.0
9680,-120.98,37.6,36.0,1437.0,,1073.0,320.0,2.1779,INLAND,58400.0
9681,-118.17,33.85,39.0,2247.0,526.0,1670.0,525.0,3.07,<1H OCEAN,173000.0
9682,-122.22,37.78,51.0,1637.0,463.0,1543.0,393.0,2.489,NEAR BAY,119100.0
9683,-121.88,37.27,27.0,2019.0,335.0,1020.0,351.0,5.8178,<1H OCEAN,267400.0
9684,-122.38,37.71,47.0,1088.0,190.0,558.0,166.0,4.2708,NEAR BAY,207100.0
9685,-118.34,33.99,34.0,397.0,132.0,250.0,121.0,1.675,<1H OCEAN,166700.0
9686,-122.12,37.71,35.0,1037.0,207.0,552.0,210.0,4.0,NEAR BAY,167900.0
9687,-118.41,33.99,39.0,3014.0,822.0,3212.0,777.0,1.1985,<1H OCEAN,215000.0
9688,-122.13,39.0,23.0,3832.0,774.0,2435.0,747.0,2.2754,INLAND,59200.0
9689,-118.47,34.05,22.0,5215.0,1193.0,2048.0,1121.0,4.7009,<1H OCEAN,500001.0
9690,-117.91,33.61,27.0,1797.0,343.0,435.0,203.0,5.9196,<1H OCEAN,500001.0
9691,-121.48,38.55,52.0,2508.0,360.0,832.0,345.0,7.1035,INLAND,228700.0
9692,-122.04,38.24,22.0,2761.0,757.0,2612.0,641.0,1.6875,INLAND,87500.0
9693,-118.07,33.81,22.0,2711.0,352.0,1305.0,368.0,8.5407,<1H OCEAN,398800.0
9694,-120.17,39.33,18.0,1046.0,204.0,486.0,179.0,4.119,INLAND,110900.0
9695,-118.02,33.93,35.0,2400.0,398.0,1218.0,408.0,4.1312,<1H OCEAN,193800.0
9696,-117.66,33.6,24.0,1684.0,232.0,781.0,230.0,6.8667,<1H OCEAN,279600.0
9697,-118.15,34.2,46.0,1505.0,261.0,857.0,269.0,4.5,INLAND,184200.0
9698,-118.31,33.74,36.0,2464.0,472.0,1111.0,457.0,4.5074,NEAR OCEAN,350000.0
9699,-122.03,37.61,33.0,1518.0,302.0,831.0,268.0,5.0969999999999995,NEAR BAY,188600.0
9700,-121.96,37.94,26.0,3084.0,505.0,1557.0,501.0,5.1582,INLAND,194700.0
9701,-117.82,33.78,28.0,4485.0,667.0,2048.0,685.0,5.4562,<1H OCEAN,274700.0
9702,-118.21,33.96,38.0,2090.0,519.0,1871.0,504.0,2.4688,<1H OCEAN,169000.0
9703,-122.06,37.39,22.0,1236.0,290.0,413.0,274.0,3.6875,NEAR BAY,40000.0
9704,-121.93,37.66,24.0,3166.0,424.0,1081.0,400.0,8.3337,<1H OCEAN,500001.0
9705,-121.97,37.25,21.0,2775.0,389.0,856.0,350.0,7.9135,<1H OCEAN,496400.0
9706,-117.97,33.72,24.0,2991.0,500.0,1437.0,453.0,5.4286,<1H OCEAN,273400.0
9707,-117.88,33.64,16.0,3615.0,570.0,1209.0,559.0,8.5574,<1H OCEAN,392200.0
9708,-117.22,34.12,34.0,2457.0,499.0,1538.0,507.0,2.8089999999999997,INLAND,82500.0
9709,-117.73,34.1,37.0,3457.0,,1344.0,530.0,5.8891,INLAND,226000.0
9710,-118.44,34.15,38.0,1387.0,337.0,713.0,343.0,2.9352,<1H OCEAN,304500.0
9711,-118.11,34.08,45.0,1106.0,226.0,779.0,205.0,4.5446,<1H OCEAN,244800.0
9712,-120.93,38.5,15.0,1248.0,234.0,529.0,216.0,3.3393,INLAND,107200.0
9713,-118.25,34.23,34.0,2421.0,475.0,1232.0,454.0,4.6852,<1H OCEAN,296200.0
9714,-118.26,34.17,20.0,5949.0,1417.0,2593.0,1337.0,3.8576,<1H OCEAN,318600.0
9715,-122.24,37.47,40.0,1504.0,270.0,689.0,287.0,6.1244,NEAR OCEAN,308800.0
9716,-117.88,33.74,29.0,720.0,174.0,1045.0,181.0,3.1964,<1H OCEAN,151900.0
9717,-118.35,34.04,41.0,1617.0,423.0,1110.0,375.0,2.4635,<1H OCEAN,169400.0
9718,-122.37,40.52,18.0,4547.0,774.0,2269.0,766.0,3.7896,INLAND,98100.0
9719,-119.68,34.42,38.0,1452.0,354.0,1139.0,340.0,2.707,<1H OCEAN,236800.0
9720,-118.06,33.82,24.0,3983.0,675.0,1568.0,638.0,4.6458,<1H OCEAN,213400.0
9721,-118.03,33.84,28.0,3857.0,857.0,2328.0,830.0,4.0156,<1H OCEAN,196000.0
9722,-118.23,33.98,25.0,986.0,310.0,1439.0,251.0,2.39,<1H OCEAN,183300.0
9723,-122.43,37.75,52.0,1970.0,495.0,871.0,474.0,4.0625,NEAR BAY,355600.0
9724,-121.96,37.58,15.0,3575.0,597.0,1777.0,559.0,5.7192,<1H OCEAN,283500.0
9725,-122.63,38.96,17.0,1708.0,459.0,633.0,312.0,1.75,INLAND,64000.0
9726,-118.11,33.91,36.0,1088.0,231.0,617.0,211.0,3.8824,<1H OCEAN,193100.0
9727,-122.31,38.27,34.0,1748.0,284.0,783.0,303.0,4.3585,NEAR BAY,194400.0
9728,-122.3,37.97,35.0,1811.0,377.0,911.0,340.0,3.375,NEAR BAY,149700.0
9729,-121.33,38.0,32.0,4474.0,929.0,2177.0,884.0,3.2889,INLAND,98900.0
9730,-117.76,33.72,14.0,3011.0,388.0,1359.0,371.0,7.9739,<1H OCEAN,368700.0
9731,-117.06,34.17,21.0,2520.0,582.0,416.0,151.0,2.7119999999999997,INLAND,89000.0
9732,-118.82,35.23,31.0,2358.0,580.0,2302.0,574.0,1.9688,INLAND,53900.0
9733,-122.95,38.73,37.0,1548.0,328.0,863.0,287.0,2.9792,<1H OCEAN,151300.0
9734,-123.22,39.15,36.0,1166.0,216.0,504.0,203.0,3.5938,<1H OCEAN,122100.0
9735,-118.49,34.05,52.0,2416.0,291.0,810.0,270.0,13.8556,<1H OCEAN,500001.0
9736,-122.07,37.37,30.0,2937.0,407.0,1097.0,407.0,7.9813,NEAR BAY,473500.0
9737,-121.98,37.74,8.0,2865.0,389.0,1376.0,417.0,7.9393,<1H OCEAN,399300.0
9738,-117.96,33.68,25.0,2004.0,349.0,1085.0,343.0,4.7656,<1H OCEAN,230700.0
9739,-122.41,37.73,52.0,1931.0,358.0,1092.0,356.0,3.7835,NEAR BAY,271300.0
9740,-122.7,38.36,11.0,5817.0,878.0,2538.0,876.0,4.221,<1H OCEAN,227100.0
9741,-121.29,38.12,18.0,1534.0,275.0,741.0,263.0,3.9607,INLAND,132500.0
9742,-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,NEAR BAY,335200.0
9743,-118.29,34.08,23.0,1864.0,937.0,2795.0,858.0,1.8495,<1H OCEAN,212500.0
9744,-122.43,37.8,52.0,2802.0,622.0,954.0,572.0,4.5399,NEAR BAY,500001.0
9745,-117.17,32.73,52.0,408.0,143.0,313.0,143.0,1.815,NEAR OCEAN,116700.0
9746,-117.4,33.76,8.0,1954.0,330.0,973.0,321.0,4.4875,INLAND,249100.0
9747,-122.13,37.75,30.0,414.0,54.0,137.0,50.0,4.975,NEAR BAY,311100.0
9748,-121.96,37.34,34.0,1461.0,299.0,739.0,276.0,3.4375,<1H OCEAN,252600.0
9749,-121.56,39.16,35.0,2157.0,441.0,1009.0,409.0,1.5827,INLAND,63000.0
9750,-122.39,37.6,44.0,2304.0,384.0,986.0,379.0,4.652,NEAR OCEAN,387100.0
9751,-118.11,34.18,52.0,3571.0,510.0,1434.0,490.0,5.9009,INLAND,376000.0
9752,-118.19,34.04,40.0,1279.0,316.0,1438.0,329.0,2.1774,<1H OCEAN,157600.0
9753,-121.73,38.54,18.0,974.0,317.0,521.0,317.0,1.0633,INLAND,137500.0
9754,-119.03,35.42,45.0,1628.0,352.0,754.0,334.0,2.5703,INLAND,62400.0
9755,-117.79,33.7,6.0,1593.0,371.0,832.0,379.0,4.4286,<1H OCEAN,239500.0
9756,-117.09,32.62,34.0,1576.0,364.0,1153.0,381.0,2.1955,NEAR OCEAN,129700.0
9757,-118.27,33.94,43.0,1309.0,344.0,1182.0,340.0,1.6625,<1H OCEAN,88700.0
9758,-121.8,37.35,15.0,2781.0,498.0,1389.0,475.0,5.614,<1H OCEAN,223300.0
9759,-122.03,37.6,24.0,2077.0,383.0,1488.0,389.0,4.5721,NEAR BAY,214700.0
9760,-121.02,37.58,36.0,1285.0,270.0,706.0,273.0,1.7169,INLAND,121400.0
9761,-120.93,37.56,17.0,1812.0,361.0,672.0,334.0,1.55,INLAND,166100.0
9762,-117.98,33.71,24.0,3430.0,548.0,1601.0,512.0,5.6825,<1H OCEAN,264600.0
9763,-117.82,33.81,30.0,2260.0,345.0,1182.0,341.0,6.0705,<1H OCEAN,236700.0
9764,-118.23,34.2,48.0,1473.0,294.0,807.0,296.0,3.3989999999999996,<1H OCEAN,306300.0
9765,-117.77,33.8,16.0,3973.0,483.0,1373.0,452.0,9.8074,<1H OCEAN,417000.0
9766,-122.03,37.93,21.0,4712.0,624.0,1773.0,615.0,6.0918,NEAR BAY,344800.0
9767,-120.04,36.97,20.0,2129.0,526.0,1845.0,522.0,1.8973,INLAND,51600.0
9768,-118.36,33.79,34.0,5166.0,704.0,2071.0,668.0,8.3609,NEAR OCEAN,500001.0
9769,-118.56,34.06,24.0,2332.0,349.0,761.0,325.0,7.3031,<1H OCEAN,500001.0
9770,-121.77,37.33,8.0,3088.0,474.0,1799.0,456.0,7.2707,<1H OCEAN,355300.0
9771,-117.83,33.74,23.0,1818.0,522.0,958.0,485.0,2.6771,<1H OCEAN,131500.0
9772,-121.4,38.57,25.0,2022.0,295.0,639.0,278.0,5.8416,INLAND,297600.0
9773,-117.98,33.81,35.0,897.0,156.0,479.0,161.0,5.152,<1H OCEAN,215600.0
9774,-119.78,38.69,17.0,1364.0,282.0,338.0,152.0,2.45,INLAND,117600.0
9775,-121.93,37.72,26.0,3816.0,637.0,1935.0,642.0,4.4697,<1H OCEAN,221300.0
9776,-122.01,37.99,28.0,1900.0,401.0,918.0,351.0,3.7841,NEAR BAY,144900.0
9777,-121.6,39.12,21.0,1299.0,338.0,1494.0,311.0,1.3348,INLAND,225000.0
9778,-122.45,37.7,46.0,2193.0,499.0,1814.0,489.0,4.0125,NEAR OCEAN,230100.0
9779,-117.23,33.21,21.0,1934.0,386.0,861.0,381.0,3.6181,<1H OCEAN,213800.0
9780,-120.96,37.64,36.0,60.0,12.0,51.0,14.0,3.625,INLAND,67500.0
9781,-120.99,37.66,39.0,1748.0,329.0,831.0,302.0,2.5938,INLAND,135600.0
